"CASE_ID","TypeCounts","PlacementAsY","CloseTimes","Duration"
61286,5,FALSE,1,276
61290,7,TRUE,1,184
61295,0,FALSE,1,276
61296,0,FALSE,1,276
61297,0,TRUE,1,245
61301,2,TRUE,1,31
61303,3,FALSE,1,276
61308,2,TRUE,1,92
61309,3,TRUE,1,245
61311,0,FALSE,1,0
61312,0,FALSE,1,61
61315,2,FALSE,1,245
61320,0,FALSE,1,245
61321,3,FALSE,1,245
61325,1,FALSE,1,92
61328,3,FALSE,1,245
61330,0,FALSE,1,245
61331,2,FALSE,1,245
61338,2,TRUE,1,122
61342,2,FALSE,1,62
61343,0,TRUE,1,245
61345,0,FALSE,1,245
61346,2,FALSE,1,153
61347,3,TRUE,1,0
61348,3,FALSE,1,123
61349,1,FALSE,1,61
61350,2,FALSE,1,123
61351,4,FALSE,1,183
61352,3,TRUE,1,245
61359,1,FALSE,1,245
61360,0,TRUE,1,214
61361,0,FALSE,1,245
61362,0,TRUE,1,245
61363,4,FALSE,1,245
61370,4,TRUE,1,245
61374,3,TRUE,1,0
61375,0,FALSE,1,0
61381,4,FALSE,1,183
61385,1,FALSE,1,245
61386,0,FALSE,1,245
61388,1,FALSE,1,30
61391,2,TRUE,1,245
61392,1,FALSE,1,245
61395,2,TRUE,1,92
61396,0,FALSE,1,92
61398,5,FALSE,2,92
61399,2,TRUE,1,245
61400,2,FALSE,1,30
61401,1,TRUE,1,245
61402,3,FALSE,1,122
61403,0,TRUE,1,245
61404,5,FALSE,1,245
61405,0,FALSE,1,245
61407,3,FALSE,1,61
61408,2,TRUE,1,245
61409,0,FALSE,1,30
61410,0,FALSE,1,30
61412,0,FALSE,1,92
61413,0,TRUE,1,215
61414,7,TRUE,1,245
61415,3,FALSE,1,30
61416,2,TRUE,1,30
61417,1,TRUE,1,31
61420,0,TRUE,1,215
61421,0,FALSE,1,215
61422,3,FALSE,1,245
61423,2,FALSE,2,92
61427,1,FALSE,1,245
61428,3,FALSE,1,215
61429,5,TRUE,1,215
61431,2,FALSE,1,92
61438,3,FALSE,1,215
61439,0,FALSE,1,215
61441,5,FALSE,1,31
61442,0,FALSE,1,215
61443,5,FALSE,1,215
61444,1,TRUE,1,215
61445,5,FALSE,1,215
61447,3,FALSE,1,215
61448,3,FALSE,1,62
61450,5,FALSE,1,215
61451,2,FALSE,1,153
61452,5,TRUE,1,215
61454,2,FALSE,1,122
61455,0,FALSE,1,61
61456,3,FALSE,1,184
61457,3,TRUE,1,184
61461,3,FALSE,1,215
61465,5,TRUE,1,215
61469,0,FALSE,1,30
61472,0,FALSE,1,0
61473,3,TRUE,1,215
61474,1,TRUE,1,215
61475,0,TRUE,1,215
61476,0,TRUE,1,0
61478,0,TRUE,1,31
61479,4,TRUE,1,92
61480,1,FALSE,1,215
61481,2,FALSE,1,62
61482,3,FALSE,1,215
61483,1,TRUE,1,215
61484,1,FALSE,1,62
61485,4,FALSE,1,61
61486,3,TRUE,1,215
61487,2,TRUE,1,215
61489,1,FALSE,1,92
61490,3,TRUE,1,215
61492,1,FALSE,2,184
61493,0,TRUE,1,215
61495,3,FALSE,1,123
61496,0,FALSE,1,153
61497,0,TRUE,1,215
61499,2,FALSE,1,184
61500,3,FALSE,1,30
61501,0,FALSE,1,62
61503,3,FALSE,1,184
61506,3,FALSE,1,123
61511,2,FALSE,1,31
61512,2,FALSE,1,184
61513,2,FALSE,1,184
61515,1,FALSE,1,215
61516,0,FALSE,1,31
61517,1,FALSE,1,31
61521,0,FALSE,1,62
61522,0,TRUE,1,215
61523,0,FALSE,1,61
61524,0,FALSE,1,184
61527,2,FALSE,1,184
61528,1,TRUE,1,184
61529,1,FALSE,1,122
61530,2,TRUE,1,184
61533,0,FALSE,1,62
61534,0,FALSE,1,184
61535,5,FALSE,1,31
61538,0,FALSE,1,215
61539,2,TRUE,1,184
61540,3,FALSE,1,122
61542,1,FALSE,1,61
61544,2,FALSE,1,184
61546,2,TRUE,1,184
61547,0,FALSE,1,31
61548,3,FALSE,1,184
61549,3,FALSE,1,215
61551,2,FALSE,1,184
61554,0,FALSE,1,62
61555,3,TRUE,1,184
61556,4,TRUE,1,184
61557,2,TRUE,1,184
61560,0,TRUE,1,184
61561,1,TRUE,1,184
61562,0,FALSE,1,92
61563,2,FALSE,1,184
61565,2,FALSE,1,31
61566,2,FALSE,1,122
61569,6,TRUE,1,184
61571,3,FALSE,1,92
61572,5,TRUE,1,184
61573,3,FALSE,1,184
61575,1,TRUE,1,153
61584,1,FALSE,1,153
61587,2,FALSE,2,30
61588,1,TRUE,1,184
61589,3,FALSE,1,184
61590,0,FALSE,1,184
61594,5,FALSE,1,122
61600,1,FALSE,1,184
61602,1,FALSE,1,61
61606,5,TRUE,1,184
61608,3,FALSE,1,184
61609,2,FALSE,1,92
61610,0,FALSE,2,184
61611,4,TRUE,1,92
61612,3,TRUE,1,184
61613,0,FALSE,1,184
61616,2,TRUE,1,31
61618,4,TRUE,1,184
61622,2,FALSE,1,122
61626,2,TRUE,1,184
61627,4,FALSE,1,61
61629,2,TRUE,1,92
61631,0,FALSE,1,61
61634,2,FALSE,1,62
61635,4,TRUE,1,184
61637,0,FALSE,1,92
61638,3,TRUE,1,184
61639,0,FALSE,1,153
61640,3,FALSE,1,153
61643,1,TRUE,1,153
61649,1,FALSE,1,153
61650,1,FALSE,1,184
61651,1,FALSE,1,184
61653,2,FALSE,1,0
61654,2,FALSE,1,184
61655,1,FALSE,1,31
61656,5,TRUE,1,184
61657,0,FALSE,1,184
61658,1,FALSE,1,61
61659,3,TRUE,1,184
61660,0,TRUE,1,184
61661,1,TRUE,1,184
61662,0,TRUE,1,61
61665,1,TRUE,1,31
61666,0,FALSE,1,184
61668,0,FALSE,1,61
61669,1,FALSE,1,153
61671,0,FALSE,1,0
61674,4,FALSE,1,184
61675,3,FALSE,1,184
61676,3,TRUE,1,184
61677,1,FALSE,1,61
61678,4,FALSE,1,92
61679,0,FALSE,1,31
61680,3,FALSE,1,31
61681,2,FALSE,1,184
61682,0,FALSE,1,31
61684,0,FALSE,1,122
61685,2,FALSE,1,31
61686,0,FALSE,2,62
61687,5,FALSE,1,92
61688,2,FALSE,1,184
61689,0,FALSE,1,61
61693,5,FALSE,1,30
61697,1,FALSE,1,153
61701,5,TRUE,1,122
61702,2,FALSE,1,184
61703,3,FALSE,1,153
61708,2,TRUE,1,92
61709,3,TRUE,1,184
61710,1,FALSE,1,62
61711,1,TRUE,1,153
61714,1,FALSE,1,153
61715,4,FALSE,1,91
61716,1,FALSE,1,91
61718,6,TRUE,1,153
61719,5,FALSE,1,153
61722,1,FALSE,1,153
61723,5,FALSE,1,153
61724,3,TRUE,1,153
61726,0,TRUE,1,30
61728,3,FALSE,1,0
61730,1,FALSE,1,153
61731,0,FALSE,1,91
61732,2,FALSE,1,153
61738,0,FALSE,1,0
61739,2,TRUE,1,184
61740,1,FALSE,1,30
61745,2,TRUE,1,184
61746,4,FALSE,1,184
61747,1,FALSE,1,153
61748,4,FALSE,1,62
61749,2,FALSE,1,153
61750,2,FALSE,1,92
61752,0,FALSE,1,153
61753,4,TRUE,1,153
61765,3,TRUE,1,153
61768,0,FALSE,1,153
61778,2,FALSE,1,31
61779,0,TRUE,1,30
61780,0,TRUE,1,153
61781,0,FALSE,1,123
61782,0,FALSE,1,122
61789,2,TRUE,1,61
61790,2,TRUE,1,153
61792,3,FALSE,1,30
61794,1,FALSE,1,153
61795,1,FALSE,1,153
61797,1,FALSE,1,153
61800,1,FALSE,1,153
61813,5,FALSE,1,122
61814,3,TRUE,1,153
61816,6,FALSE,1,91
61817,0,FALSE,1,153
61818,0,FALSE,1,91
61819,2,FALSE,1,153
61825,0,FALSE,1,153
61828,5,TRUE,1,153
61830,0,FALSE,1,61
61831,0,TRUE,1,153
61839,1,TRUE,1,153
61840,1,FALSE,1,61
61842,0,TRUE,1,153
61843,4,FALSE,1,122
61844,2,FALSE,1,153
61848,3,FALSE,1,153
61849,2,FALSE,1,123
61858,0,FALSE,1,30
61859,0,FALSE,1,153
61860,1,FALSE,1,123
61865,2,TRUE,1,123
61867,1,FALSE,1,123
61869,2,FALSE,1,30
61870,0,FALSE,1,153
61871,1,TRUE,1,122
61873,4,FALSE,1,31
61877,0,TRUE,1,123
61879,0,FALSE,1,-30
61881,3,TRUE,1,153
61882,2,FALSE,1,123
61887,2,FALSE,1,61
61888,2,FALSE,1,123
61889,4,TRUE,1,123
61890,0,FALSE,1,123
61891,2,FALSE,1,123
61892,2,TRUE,1,123
61893,0,FALSE,1,153
61894,0,FALSE,1,123
61896,3,FALSE,1,123
61897,3,FALSE,1,31
61900,5,FALSE,1,123
61902,0,FALSE,1,30
61903,0,FALSE,1,92
61905,6,TRUE,1,123
61906,3,FALSE,1,123
61908,1,TRUE,1,61
61910,0,FALSE,1,0
61911,2,FALSE,1,123
61912,0,FALSE,1,123
61913,1,TRUE,1,123
61914,3,TRUE,1,123
61916,0,FALSE,1,153
61919,0,FALSE,1,92
61922,2,TRUE,1,123
61923,4,FALSE,1,31
61924,0,FALSE,1,0
61925,3,FALSE,1,123
61926,0,TRUE,1,123
61927,1,TRUE,1,153
61929,0,FALSE,1,123
61930,2,FALSE,1,123
61931,0,FALSE,1,123
61932,2,FALSE,1,153
61933,5,FALSE,1,123
61934,0,FALSE,1,123
61935,2,FALSE,1,0
61936,2,TRUE,1,30
61937,0,FALSE,1,123
61943,1,FALSE,1,0
61944,4,TRUE,1,92
61945,0,FALSE,1,30
61946,0,TRUE,1,153
61950,0,FALSE,1,92
61951,2,TRUE,1,123
61952,3,FALSE,1,123
61953,4,FALSE,1,123
61954,2,TRUE,1,123
61955,3,FALSE,1,0
61959,0,TRUE,1,123
61960,0,FALSE,1,123
61963,2,FALSE,1,123
61966,0,FALSE,1,123
61967,1,FALSE,1,0
61968,3,FALSE,1,0
61969,1,FALSE,1,0
61973,3,FALSE,1,92
61979,0,FALSE,1,153
61980,2,FALSE,1,0
61981,0,FALSE,1,123
61983,3,TRUE,1,92
61985,4,TRUE,1,123
61986,4,FALSE,1,0
61987,1,FALSE,1,0
61988,2,FALSE,1,123
61990,0,FALSE,1,0
61991,0,FALSE,1,123
61992,0,FALSE,1,123
61993,0,FALSE,1,92
61994,6,FALSE,1,92
61995,2,TRUE,1,123
61996,0,FALSE,1,61
61997,2,TRUE,1,61
61998,0,FALSE,1,0
61999,0,TRUE,1,123
62007,2,FALSE,1,123
62008,4,TRUE,1,123
62014,1,TRUE,1,123
62016,5,TRUE,1,61
62030,1,FALSE,1,123
62031,1,FALSE,1,61
62032,2,FALSE,1,123
62033,1,FALSE,1,123
62034,1,TRUE,1,92
62035,0,FALSE,1,123
62040,0,TRUE,1,92
62041,1,FALSE,1,123
62042,3,FALSE,1,92
62043,0,FALSE,1,92
62044,3,FALSE,1,123
62047,1,FALSE,1,92
62048,0,FALSE,1,61
62049,1,TRUE,1,123
62051,1,FALSE,1,31
62054,4,TRUE,1,92
62058,2,FALSE,1,92
62060,2,FALSE,1,92
62061,1,FALSE,1,92
62064,2,FALSE,1,92
62065,1,TRUE,1,92
62067,0,FALSE,1,92
62069,0,FALSE,1,30
62070,0,FALSE,1,92
62071,2,TRUE,1,92
62072,2,TRUE,1,92
62075,3,FALSE,1,30
62077,1,FALSE,1,92
62078,5,FALSE,1,92
62080,2,FALSE,1,184
62081,1,FALSE,1,92
62084,0,FALSE,1,92
62085,4,FALSE,1,123
62087,2,FALSE,1,30
62088,1,FALSE,1,61
62089,2,FALSE,1,61
62090,3,TRUE,1,92
62091,0,FALSE,1,92
62092,3,FALSE,1,92
62093,4,FALSE,1,31
62094,0,TRUE,1,31
62095,0,FALSE,1,123
62096,1,FALSE,1,123
62097,2,FALSE,1,0
62098,6,FALSE,1,92
62099,2,FALSE,1,92
62101,2,FALSE,1,123
62110,3,FALSE,1,123
62112,0,FALSE,1,30
62113,0,FALSE,1,30
62114,3,TRUE,1,92
62115,4,FALSE,1,92
62117,1,FALSE,1,92
62119,2,FALSE,1,92
62121,0,FALSE,1,92
62122,3,FALSE,1,92
62123,2,FALSE,1,92
62124,2,TRUE,1,92
62125,1,FALSE,1,92
62126,0,FALSE,1,92
62127,0,FALSE,1,30
62132,4,FALSE,1,92
62133,2,FALSE,1,0
62134,0,FALSE,1,92
62135,4,FALSE,1,30
62136,0,TRUE,1,92
62137,2,FALSE,1,30
62138,4,TRUE,1,92
62144,1,FALSE,1,92
62146,0,FALSE,1,92
62147,1,FALSE,1,92
62148,0,FALSE,1,61
62149,3,TRUE,1,30
62150,0,TRUE,1,92
62153,3,FALSE,1,92
62156,3,FALSE,1,61
62158,1,FALSE,1,30
62163,1,TRUE,1,62
62165,0,FALSE,1,61
62166,1,FALSE,1,62
62168,5,FALSE,1,30
62169,0,FALSE,1,30
62173,1,FALSE,1,62
62177,3,FALSE,1,62
62178,1,FALSE,1,92
62179,5,FALSE,1,62
62181,0,TRUE,1,92
62184,1,FALSE,1,62
62186,1,FALSE,1,62
62188,3,FALSE,1,62
62189,6,FALSE,1,62
62196,2,FALSE,1,123
62197,0,FALSE,1,62
62198,0,FALSE,1,30
62199,3,FALSE,1,31
62202,2,FALSE,1,30
62204,2,FALSE,1,62
62205,0,FALSE,1,62
62208,0,FALSE,1,62
62209,3,TRUE,1,62
62211,0,TRUE,1,62
62212,1,TRUE,1,62
62213,2,FALSE,1,62
62214,1,FALSE,1,92
62219,0,FALSE,1,30
62220,0,FALSE,1,0
62221,0,FALSE,1,62
62222,0,TRUE,1,30
62228,0,FALSE,1,62
62230,5,FALSE,1,31
62232,0,FALSE,1,62
62235,1,FALSE,1,62
62237,1,FALSE,1,31
62244,1,FALSE,1,92
62248,0,FALSE,1,62
62249,0,FALSE,1,62
62250,0,TRUE,1,62
62251,4,FALSE,1,62
62252,0,FALSE,1,30
62253,1,FALSE,1,30
62254,5,FALSE,1,62
62255,3,TRUE,1,62
62258,2,FALSE,1,62
62262,2,FALSE,1,62
62263,1,TRUE,1,62
62269,0,FALSE,1,62
62271,3,FALSE,1,0
62274,0,FALSE,1,0
62275,0,FALSE,1,184
62276,3,FALSE,1,62
62277,4,TRUE,1,62
62279,0,TRUE,1,62
62280,0,FALSE,1,61
62282,0,FALSE,1,62
62283,2,FALSE,1,62
62284,1,FALSE,1,62
62285,2,FALSE,1,62
62286,0,TRUE,1,62
62287,0,TRUE,1,62
62288,1,FALSE,1,62
62289,3,FALSE,1,62
62290,0,FALSE,1,31
62291,5,FALSE,1,62
62292,0,FALSE,1,62
62293,2,FALSE,1,62
62294,3,FALSE,1,62
62295,1,FALSE,1,62
62296,3,TRUE,1,31
62299,0,FALSE,1,31
62301,2,FALSE,1,92
62304,4,FALSE,1,31
62305,2,FALSE,1,62
62306,1,FALSE,1,31
62307,1,FALSE,1,92
62313,3,FALSE,1,31
62314,1,FALSE,1,62
62320,1,FALSE,1,31
62321,0,FALSE,1,31
62323,1,FALSE,1,31
62327,0,FALSE,1,62
62331,4,FALSE,1,31
62334,4,TRUE,1,245
62335,0,FALSE,1,92
62336,3,FALSE,1,184
62337,0,FALSE,1,92
62339,0,FALSE,1,62
62349,3,FALSE,1,31
62351,2,TRUE,1,31
62355,1,FALSE,1,61
62365,3,FALSE,1,276
62380,2,FALSE,1,31
62381,0,FALSE,1,306
62390,6,FALSE,1,31
62392,2,FALSE,1,62
62394,1,FALSE,1,31
62403,0,FALSE,1,61
62409,3,FALSE,1,62
62456,2,FALSE,1,306
62465,1,FALSE,1,123
