"","CLIENT_ID","CASE_ID","ACHA","AIU_CHILD","AIU_PARENT","CYF_KPL","CYF_PL_O","DA","DPW_FS","DPW_GA","DPW_SSI","DPW_TANF","EI","FSC","HACP","HH","IL_CHILD","JPO","JPO_CHILD","JPO_KPL","JPO_PL_O","MH","ID"
"1",688929,32613,-1,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2",688932,32613,-1,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA
"3",688934,32613,-1,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA
"4",688935,32613,-1,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5",688936,32613,-1,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"6",688937,32613,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",689189,31659,NA,NA,0,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"8",689346,48753,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,-1,-1,0,NA,NA,NA,NA,NA,0,NA
"9",689347,48753,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"10",689348,48753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",689349,48753,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12",689350,48753,NA,NA,NA,NA,NA,NA,-1,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",689351,48753,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",689431,29594,0,NA,NA,NA,NA,0,0,NA,0,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"15",689433,29594,0,NA,NA,NA,-1,NA,0,NA,0,-1,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA
"16",689473,62084,NA,NA,NA,NA,-1,NA,0,NA,NA,0,NA,NA,NA,0,NA,-1,NA,NA,NA,-1,NA
"17",689706,48241,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA
"18",689708,48241,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",689709,48241,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",689738,39146,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"21",689782,31041,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA
"22",689955,61719,NA,NA,NA,NA,NA,NA,0,-1,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"23",690234,30701,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA
"24",690235,30701,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"25",690238,32048,NA,NA,NA,NA,NA,NA,-1,NA,-1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"26",690262,32209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",690263,32209,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",690264,32209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"29",690265,32209,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"30",690266,32209,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"31",690385,61626,NA,NA,NA,NA,-1,-1,0,NA,-1,NA,NA,NA,NA,NA,-1,-1,NA,NA,NA,-1,NA
"32",690485,48555,NA,NA,0,NA,-1,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,0,NA
"33",690486,48555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",690488,48555,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",690571,48565,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,-1,NA
"36",690573,48565,NA,NA,NA,NA,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"37",690575,48565,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"38",690599,32731,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",690682,61206,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,NA,NA
"40",690788,62305,NA,NA,NA,NA,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",690898,60951,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"42",690924,56744,NA,NA,NA,NA,NA,-1,0,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,-1,NA
"43",690925,56744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",691049,62058,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"45",691055,62058,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,-1,NA
"46",691056,33135,NA,NA,0,NA,-1,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0
"47",691057,33135,NA,NA,NA,NA,NA,-1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"48",691058,33135,NA,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
"49",691277,48366,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",691456,51650,0,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
"51",691565,30572,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
"52",691566,30572,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA
"53",691567,30572,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"54",691699,32680,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"55",691868,30495,-1,NA,NA,NA,0,0,0,0,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"56",692108,29980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",692109,29980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",692110,29980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",692244,32659,0,NA,NA,0,0,NA,0,NA,NA,0,-1,0,NA,NA,NA,NA,NA,NA,NA,0,NA
"60",692619,32604,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"61",692620,32604,NA,NA,NA,NA,-1,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,0,NA
"62",692621,32604,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"63",692623,32604,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"64",692632,62331,NA,NA,NA,NA,-1,NA,-1,NA,0,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"65",692733,31652,NA,NA,NA,NA,-1,-1,-1,NA,NA,NA,NA,-1,NA,NA,-1,-1,NA,NA,-1,0,NA
"66",692760,52239,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",693117,31041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",693268,60374,-1,NA,NA,NA,0,NA,0,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"69",693424,35292,NA,NA,NA,NA,NA,0,0,NA,-1,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"70",693703,31600,0,NA,NA,NA,NA,0,0,NA,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"71",693745,51645,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"72",693746,51645,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"73",693747,51645,NA,NA,NA,NA,NA,NA,0,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"74",693822,60838,NA,NA,NA,NA,-1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"75",693836,30102,-1,NA,NA,NA,NA,NA,0,NA,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"76",693837,30102,-1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"77",693838,30102,-1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"78",693839,30102,-1,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"79",693840,30102,NA,NA,NA,NA,NA,NA,-1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"80",693843,30102,-1,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"81",693955,30743,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0,NA
"82",693956,30743,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA
"83",693982,61262,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",694087,48820,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1,NA
"85",694088,48820,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-1,1,NA,NA,NA,NA,NA,NA,NA,NA
"86",694089,48820,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",694090,48820,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",694190,62087,0,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"89",694203,34279,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA
"90",694204,34279,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"91",694205,34279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",694206,34279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA
"93",694207,34279,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"94",694208,34279,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"95",694260,58232,-1,NA,-1,NA,-1,NA,-1,NA,-1,-1,NA,NA,NA,-1,NA,-1,NA,NA,-1,-1,NA
"96",694262,58232,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",694274,33339,NA,NA,NA,NA,0,-1,0,NA,NA,0,NA,0,0,NA,NA,-1,0,NA,NA,0,NA
"98",694275,33339,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA
"99",694276,33339,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"100",694278,33339,NA,NA,NA,NA,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",694279,33339,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",694322,61572,NA,NA,NA,NA,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,-1,NA
"103",694337,30901,0,NA,NA,NA,-1,NA,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"104",694517,35137,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,-1,NA,NA,-1,0,NA
"105",694595,47157,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"106",694653,30701,NA,NA,NA,NA,NA,-1,-1,-1,NA,-1,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA
"107",694681,49086,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,-1,NA,NA,-1,0,NA
"108",694750,33651,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"109",694766,54390,NA,NA,NA,NA,NA,NA,0,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"110",694797,61482,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"111",694798,61482,NA,NA,NA,NA,NA,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"112",694799,61482,-1,NA,NA,NA,NA,-1,0,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"113",694833,53215,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"114",694834,53215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",694973,61635,NA,NA,-1,NA,NA,NA,0,NA,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",695010,54680,NA,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,0,NA
"117",695166,30779,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA
"118",695167,30779,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,-1,NA,0,NA,NA,NA,NA,NA,0,NA
"119",695168,30779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",695237,61542,NA,NA,NA,NA,NA,-1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"121",695309,31734,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA
"122",695310,31734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",695311,31734,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA
"124",695312,31734,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA
"125",695313,31734,NA,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
"126",695389,47253,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"127",695488,61906,-1,NA,-1,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",695577,60969,NA,NA,NA,NA,-1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"129",695610,48810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",695611,48810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",695614,48810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",695615,48810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",695720,29913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",695730,30383,NA,NA,NA,NA,NA,-1,0,NA,-1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-1,NA
"135",695731,30383,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"136",695847,61924,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"137",695989,61063,NA,NA,NA,NA,-1,-1,0,NA,-1,0,NA,-1,0,NA,NA,-1,NA,NA,-1,0,NA
"138",695991,61983,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,-1,0,NA,NA,-1,NA,NA,NA,-1,NA
"139",696173,33342,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,-1,0,0,NA,-1,NA,NA,-1,0,NA
"140",696241,61569,-1,NA,NA,NA,-1,NA,0,NA,0,NA,NA,NA,NA,-1,NA,-1,NA,NA,NA,-1,NA
"141",696539,60756,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"142",696629,32274,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA
"143",696630,32274,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA
"144",696643,59592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",696656,62205,NA,NA,NA,-1,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,NA
"146",696673,59592,-1,NA,NA,NA,-1,NA,0,NA,0,0,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
"147",696767,48337,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"148",696770,48337,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",696771,48337,NA,NA,NA,NA,-1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"150",696772,48337,NA,NA,NA,NA,-1,NA,0,NA,NA,NA,-1,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"151",696865,60064,NA,NA,NA,NA,NA,-1,0,NA,-1,0,NA,-1,NA,0,NA,NA,NA,NA,NA,0,NA
"152",696945,30444,NA,NA,NA,NA,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",697071,61951,0,NA,NA,NA,NA,0,0,NA,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"154",697072,61951,0,NA,NA,0,NA,NA,0,NA,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"155",697201,32668,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"156",697202,32668,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"157",697204,32668,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"158",697277,29057,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"159",697281,29057,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"160",697285,62090,NA,NA,NA,NA,NA,NA,0,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"161",697375,30901,0,NA,NA,NA,NA,NA,0,NA,0,0,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"162",697443,31712,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",697444,31712,NA,NA,NA,NA,NA,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"164",697467,48532,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"165",697468,48532,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"166",697506,48817,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"167",697507,48817,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,0,NA
"168",697523,33098,NA,NA,NA,NA,-1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,0,NA
"169",697569,62123,NA,NA,NA,NA,-1,-1,-1,NA,NA,-1,NA,NA,NA,NA,-1,NA,-1,NA,NA,-1,NA
"170",697610,62204,NA,NA,NA,NA,-1,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,-1,NA
"171",697743,32754,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"172",697744,32754,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"173",697745,32754,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"174",697746,32754,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"175",697751,61106,-1,NA,NA,NA,NA,-1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"176",697755,61106,-1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,-1,NA
"177",697920,57698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"178",698028,61045,NA,NA,NA,-1,-1,-1,0,-1,0,-1,NA,-1,0,-1,0,-1,NA,NA,NA,0,NA
"179",698178,61450,NA,NA,NA,NA,-1,-1,-1,NA,NA,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,-1,NA
"180",698180,61450,NA,NA,NA,NA,-1,0,-1,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA
"181",698182,61450,-1,NA,NA,NA,NA,NA,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"182",698416,32301,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,-1,NA,NA,NA,0,NA
"183",698516,31991,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,-1,NA,0,NA,NA,NA,NA,NA,0,NA
"184",698517,31991,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"185",698518,31991,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",698519,31991,0,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",698520,31991,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",698542,61014,NA,NA,NA,-1,-1,-1,0,NA,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,-1,NA
"189",698673,59036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"190",698881,56638,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,NA,NA,NA,NA,-1,NA,NA,NA,-1,NA
"191",698934,56588,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",698968,48820,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",698993,60820,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"194",699029,33101,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
"195",699030,33101,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"196",699033,33101,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA
"197",699041,61873,NA,NA,NA,NA,NA,NA,0,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"198",699108,61701,NA,NA,NA,NA,NA,NA,0,NA,NA,-1,-1,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"199",699161,52239,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,-1,-1,NA
"200",699369,62049,NA,NA,NA,NA,NA,NA,0,NA,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
