"","CLIENT_ID","CASE_ID","ACHA","AIU_CHILD","AIU_PARENT","CYF_KPL","CYF_PL_O","DA","DPW_FS","DPW_GA","DPW_SSI","DPW_TANF","EI","FSC","HACP","HH","IL_CHILD","JPO","JPO_CHILD","JPO_KPL","JPO_PL_O","MH","ID"
"2511",852839,54207,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2512",852840,54207,NA,NA,NA,0,NA,NA,0,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2513",852842,54207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2514",852897,52964,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2515",852898,52964,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2516",852899,52964,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2517",852975,47590,NA,NA,NA,NA,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,NA
"2518",853048,51696,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2519",853049,51696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2520",853050,51696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2521",853051,51696,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2522",853128,55112,NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2523",853129,55112,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA
"2524",853130,55112,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2525",853131,55112,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2526",853442,34082,NA,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,-1,NA,-1,NA,NA,NA,NA,NA,-1,NA
"2527",853524,47678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
"2528",853639,57630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2529",853813,56813,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,-1,NA,NA,NA,0,NA,NA,0,NA
"2530",853931,47740,NA,NA,NA,0,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2531",854058,61955,NA,NA,NA,NA,NA,NA,-1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2532",854059,61955,NA,NA,NA,NA,NA,NA,-1,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2533",854060,61955,NA,NA,NA,NA,NA,NA,-1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2534",854061,61955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535",854253,47767,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2536",854254,47767,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2537",854255,47767,NA,0,NA,0,0,NA,0,NA,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2538",854256,47767,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2539",854306,51129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2540",854320,30990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541",854369,47775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542",854573,35095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2543",854768,31523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544",854802,31652,NA,-1,NA,NA,NA,NA,0,NA,NA,0,NA,-1,NA,0,NA,NA,NA,NA,NA,NA,NA
"2545",855057,47767,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,-1,NA,NA,NA,0,NA
"2546",855095,56860,NA,NA,NA,NA,0,0,0,NA,NA,0,-1,0,NA,NA,-1,NA,NA,NA,NA,0,NA
"2547",855131,54680,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2548",855133,54680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549",855171,61527,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,0,NA
"2550",855394,60762,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2551",855536,54231,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2552",855644,61687,NA,NA,NA,NA,NA,1,0,NA,NA,-1,NA,NA,NA,-1,NA,NA,NA,NA,NA,-1,NA
"2553",857210,48366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2554",857604,54586,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,-1,-1
"2555",858221,57303,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,-1
"2556",858268,48805,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2557",858277,48805,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2558",858278,48805,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2559",858579,48947,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2560",858581,48947,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2561",858582,48947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2562",858737,49016,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2563",858907,49081,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2564",858908,49081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2565",858913,49081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2566",859220,49188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2567",859221,49188,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2568",859222,49188,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2569",862120,60743,NA,NA,NA,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,NA
"2570",862485,31683,NA,NA,NA,NA,NA,0,0,NA,NA,-1,NA,NA,NA,-1,NA,NA,NA,NA,NA,0,NA
"2571",862595,30737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2572",863277,62204,NA,NA,NA,NA,-1,-1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2573",863288,54758,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,-1,0,NA,NA,NA,NA,NA,0,NA
"2574",863321,50647,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2575",863322,50647,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2576",863325,50647,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2577",863326,50647,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2578",863421,50662,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2579",863422,50662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2580",863427,50662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2581",863428,50662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2582",863761,61828,NA,NA,NA,NA,NA,-1,-1,NA,-1,NA,NA,0,-1,-1,NA,-1,NA,NA,NA,-1,NA
"2583",864287,51645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2584",864310,33724,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2585",864550,58824,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-1,NA
"2586",864581,58383,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2587",864669,51337,0,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2588",864678,51950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2589",864784,51085,-1,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"2590",864865,50545,NA,NA,NA,NA,NA,-1,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2591",864884,53266,-1,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2592",864887,53266,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593",864992,58383,NA,NA,0,NA,NA,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2594",865072,62144,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,0,NA
"2595",865136,61533,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2596",865191,56531,0,-1,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2597",865192,56531,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2598",865193,56531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2599",865255,60133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600",865275,54781,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2601",865529,51337,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602",865530,51337,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603",865678,29668,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2604",865999,58857,NA,NA,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2605",866049,32124,NA,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2606",866050,31258,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607",866159,51343,NA,NA,-1,NA,-1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608",866161,51343,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA
"2609",866162,51343,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610",866163,51343,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-1,NA,0,NA,NA,NA,NA,NA,0,NA
"2611",866173,54256,NA,NA,NA,NA,-1,-1,-1,-1,NA,NA,NA,-1,NA,-1,NA,-1,NA,NA,NA,NA,NA
"2612",866211,59282,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2613",866212,59282,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"2614",866337,29668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2615",866410,61906,NA,NA,-1,NA,NA,NA,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2616",866416,54950,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2617",866417,54950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2618",866418,54950,0,NA,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2619",866420,54950,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-1,NA,0,NA,NA,NA,NA,NA,0,NA
"2620",866421,54950,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"2621",866423,54950,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"2622",866424,54950,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA
"2623",866553,62307,NA,-1,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2624",866554,62307,NA,NA,NA,NA,NA,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2625",866580,51098,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA
"2626",866581,51098,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA
"2627",866603,57444,0,NA,-1,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
"2628",866605,57444,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629",866637,42009,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2630",866681,58583,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2631",866808,61483,0,NA,NA,-1,NA,NA,0,NA,NA,NA,NA,NA,-1,NA,0,NA,NA,NA,NA,0,NA
"2632",866813,51388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2633",866858,51132,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2634",866865,54642,0,NA,-1,NA,NA,-1,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2635",866866,54642,0,NA,NA,NA,NA,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2636",866867,54642,0,NA,NA,NA,NA,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2637",866868,54642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2638",866869,54642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2639",866870,54642,NA,NA,-1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2640",866905,51306,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"2641",866906,51306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2642",866907,51306,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA
"2643",866908,51306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA
"2644",867171,51085,-1,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA
"2645",867173,51085,-1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA
"2646",867175,51085,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"2647",867176,51085,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648",867272,56183,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2649",867273,56183,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA
"2650",867509,42009,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA
"2651",867510,42009,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,0,NA
"2652",867512,42009,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2653",867604,60850,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"2654",867747,61181,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2655",867748,61181,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2656",867763,60876,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2657",867781,32334,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2658",867791,50805,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0,NA
"2659",867992,61911,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2660",868014,60838,NA,NA,NA,NA,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1,NA,0,NA
"2661",868048,61750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"2662",868202,61074,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA
"2663",868203,61074,NA,NA,NA,NA,NA,NA,0,NA,-1,NA,NA,-1,-1,-1,NA,NA,NA,NA,NA,0,NA
"2664",868204,61074,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-1,-1,-1,NA,NA,NA,NA,NA,1,NA
"2665",868262,48488,NA,NA,NA,NA,NA,NA,0,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2666",868467,53426,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2667",868468,53426,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2668",868469,53426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2669",868502,52976,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2670",868530,61121,-1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,NA,NA,NA,NA,0,NA,NA,0,NA
"2671",868733,62305,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,-1,NA,NA,NA,0,-1,NA,0,NA
"2672",868821,47678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2673",868915,51692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2674",868917,51692,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2675",868956,62301,NA,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2676",869033,62094,0,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2677",869035,62094,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2678",869036,62094,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2679",869072,60604,NA,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680",869075,60604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681",869076,60604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682",869116,34154,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2683",869125,62016,NA,NA,NA,NA,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,-1,NA
"2684",869126,62016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685",869130,61473,NA,NA,NA,NA,NA,-1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2686",869131,61473,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,0,NA
"2687",869141,61243,0,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688",869153,61148,NA,NA,NA,NA,NA,-1,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689",869179,52375,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"2690",869216,61575,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691",869309,52375,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"2692",869310,52375,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA
"2693",869413,51404,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694",869526,32659,-1,NA,NA,NA,NA,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2695",869562,61442,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2696",869651,30100,NA,NA,NA,NA,NA,NA,0,NA,0,-1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"2697",869765,61438,NA,NA,NA,NA,NA,-1,-1,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,-1,NA
"2698",869820,32095,NA,NA,NA,NA,0,-1,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2699",869917,62122,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"2700",869918,62122,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2701",869919,62122,NA,NA,NA,NA,NA,NA,-1,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702",869920,62122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703",870042,58339,-1,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA
"2704",870043,58339,-1,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
"2705",870044,58339,-1,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"2706",870045,58339,-1,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA
